"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL208929";"";"0";"320.31";"0";"4.19";"19";"CC[C@@]12CCC(=O)C(C(F)(F)F)=C1c1ccc3[nH]ncc3c1C2";"IC50";"'='";"360.0";"nM";"6.44";"";"";"UO_0000065";"20.12";"0.38";"2.25";"14.08";"False";"CHEMBL868001";"Binding affinity to human ERalpha";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146005";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"None";""
"CHEMBL377254";"";"0";"300.74";"0";"3.47";"27";"CC[C@@]12CCC(=O)C(Cl)=C1c1ccc3[nH]ncc3c1C2=O";"IC50";"'='";"139.0";"nM";"6.86";"";"";"UO_0000065";"22.80";"0.45";"3.39";"10.92";"False";"CHEMBL868001";"Binding affinity to human ERalpha";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146005";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"None";""
"CHEMBL206773";"";"0";"286.24";"0";"0.80";"1aae";"O=c1[nH]c2cc(O)cc(O)c2c(=O)n1-c1ccc(O)cc1";"IC50";"'='";"70277.0";"nM";"4.15";"";"";"UO_0000065";"14.51";"0.27";"3.35";"3.59";"False";"CHEMBL860989";"Displacement of [3H]estrone from ER alpha";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146098";"1";"Scientific Literature";"J. Med. Chem.";"2006";"None";""
"CHEMBL545";"ALCOHOL";"4";"46.07";"0";"0.00";"ETHANOL";"CCO";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909145";"DRUGMATRIX: Estrogen ERalpha radioligand binding (ligand: [3H] Estradiol)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";""
"CHEMBL219126";"";"0";"362.38";"0";"4.10";"8j";"O=C1C[C@@H](c2ccc(O)cc2)Oc2c(Cc3ccccc3)c(O)cc(O)c21";"IC50";"'='";"503.0";"nM";"6.30";"";"";"UO_0000065";"17.38";"0.32";"2.20";"7.24";"False";"CHEMBL909843";"Displacement of [3H]E2 from human recombinant ERalpha LBD by SPA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137296";"1";"Scientific Literature";"J. Med. Chem.";"2006";"None";""
"CHEMBL216279";"";"0";"342.39";"0";"4.10";"8g";"CC(C)CCc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1)CC2=O";"IC50";"'='";"140.0";"nM";"6.85";"";"";"UO_0000065";"20.02";"0.37";"2.75";"7.88";"False";"CHEMBL909843";"Displacement of [3H]E2 from human recombinant ERalpha LBD by SPA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137296";"1";"Scientific Literature";"J. Med. Chem.";"2006";"None";""
"CHEMBL189025";"";"0";"243.22";"0";"2.61";"75";"Oc1ccc2nc(-c3ccc(O)c(O)c3)oc2c1";"IC50";"'='";"2410.0";"nM";"5.62";"";"";"UO_0000065";"23.10";"0.43";"3.01";"6.48";"False";"CHEMBL829540";"Inhibitory concentration against human ER alpha expressed in Escherichia coli was determined using [3H]17-beta-estradiol as radio ligand";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138773";"1";"Scientific Literature";"J. Med. Chem.";"2004";"None";""
"CHEMBL135";"ESTRADIOL";"4";"272.39";"0";"3.61";"E2";"C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O";"IC50";"'='";"0.72";"nM";"9.14";"";"";"UO_0000065";"33.56";"0.62";"5.53";"22.60";"False";"CHEMBL4627505";"Displacement of [3H]17-beta estradiol from GST-fused human recombinant ERalpha ligand binding domain expressed in Escherichia coli BL21alpha cells incubated for 1 hr by liquid scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4627247";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"None";""
"CHEMBL196585";"";"0";"317.60";"0";"4.60";"BPE-Cl; HPTE";"Oc1ccc(C(c2ccc(O)cc2)C(Cl)(Cl)Cl)cc1";"IC50";"'='";"43.4";"nM";"7.36";"";"";"UO_0000065";"23.18";"0.53";"2.76";"18.20";"False";"CHEMBL4627505";"Displacement of [3H]17-beta estradiol from GST-fused human recombinant ERalpha ligand binding domain expressed in Escherichia coli BL21alpha cells incubated for 1 hr by liquid scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4627247";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"None";""
"CHEMBL411";"DIETHYLSTILBESTROL";"4";"268.36";"0";"4.83";"1, Diethylstilbestrol";"CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1";"IC50";"'='";"0.33";"nM";"9.48";"";"";"UO_0000065";"35.33";"0.65";"4.65";"23.43";"False";"CHEMBL673859";"Displacement of radioligand from Estrogen receptor alpha";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135566";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2002";"None";""
"CHEMBL192102";"";"0";"312.37";"1";"5.59";"19";"Oc1ccc(-c2ccc3c(-c4ccccc4)c(O)ccc3c2)cc1";"IC50";"'='";"1231.0";"nM";"5.91";"";"";"UO_0000065";"18.92";"0.34";"0.32";"14.61";"False";"CHEMBL831155";"Inhibition of [3H]17-beta-estradiol binding to human estrogen receptor alpha expressed in Escherichia coli";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139538";"1";"Scientific Literature";"J. Med. Chem.";"2005";"None";""
"CHEMBL195878";"";"0";"254.26";"0";"4.06";"23";"Oc1ccc(-c2ccc3cc(O)ccc3c2)c(F)c1";"IC50";"'='";"24.0";"nM";"7.62";"";"";"UO_0000065";"29.97";"0.55";"3.56";"18.83";"False";"CHEMBL831155";"Inhibition of [3H]17-beta-estradiol binding to human estrogen receptor alpha expressed in Escherichia coli";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139538";"1";"Scientific Literature";"J. Med. Chem.";"2005";"None";""
"CHEMBL382102";"";"0";"392.47";"0";"4.99";"22";"C=C[C@H]1OC2(CCCC3=Cc4c(cnn4-c4ccc(F)cc4)C[C@@]32C)O[C@@H]1C=C";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL827859";"Binding affinity for human estrogen receptor alpha";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139605";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2005";"None";""
"CHEMBL370849";"";"0";"458.58";"1";"5.94";"3b";"Oc1ccc2c(c1)sc1c3cc(O)ccc3n(Cc3ccc(OCCN4CCCC4)cc3)c21";"IC50";"'='";"6.0";"nM";"8.22";"";"";"UO_0000065";"17.93";"0.34";"2.28";"14.21";"False";"CHEMBL829466";"Inhibition of [3H]17-beta-estradiol binding to human estrogen receptor alpha";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139599";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2005";"None";""
"CHEMBL1302802";"";"0";"432.53";"0";"2.92";"SID3712242";"C=CCn1c(SCC(=O)NC(=O)NCc2ccco2)nc2sc(CC)cc2c1=O";"IC50";"'='";"10088.75";"nM";"5.00";"";"Active";"UO_0000065";"11.55";"0.24";"2.08";"4.70";"False";"CHEMBL1614199";"PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1322601";"";"0";"459.46";"0";"2.41";"SID4247626";"COc1ccc(Cn2c(=O)[nH]c3cc(C(=O)NCc4ccc5c(c4)OCO5)ccc3c2=O)cc1";"IC50";"'='";"18879.08";"nM";"4.72";"";"Active";"UO_0000065";"10.28";"0.19";"2.31";"4.23";"False";"CHEMBL1614199";"PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1580036";"";"0";"280.30";"0";"2.26";"SID14737647";"Cc1ccc(S(=O)(=O)Cc2ccc(C(=O)O)o2)cc1";"IC50";"'='";"18120.82";"nM";"4.74";"";"Active";"UO_0000065";"16.92";"0.34";"2.48";"5.61";"False";"CHEMBL1614199";"PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1480843";"";"0";"366.44";"0";"3.85";"SID7972219";"Cc1ccc(C(=O)CSC2=C(C#N)C(c3ccco3)CC(=O)N2)c(C)c1";"IC50";"'='";"26539.63";"nM";"4.58";"";"Active";"UO_0000065";"12.49";"0.24";"0.73";"5.51";"False";"CHEMBL1614199";"PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1597933";"";"0";"353.27";"0";"4.24";"SID14730466";"Cc1snc2sc(C(=O)c3ccc(Br)cc3)c(N)c12";"IC50";"'='";"28223.33";"nM";"4.55";"";"Active";"UO_0000065";"12.88";"0.33";"0.31";"8.13";"False";"CHEMBL1614199";"PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1541552";"";"0";"353.47";"0";"3.41";"SID3712683";"CCOC(=O)c1c(Nc2nc(C)c(C(=O)NC)s2)sc(C)c1C";"IC50";"'='";"42306.76";"nM";"4.37";"";"Not Active";"UO_0000065";"12.37";"0.26";"0.96";"5.45";"False";"CHEMBL1614199";"PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1427643";"";"0";"354.32";"0";"1.90";"SID844411";"COc1cc(C2C(C#N)=C(N)Oc3cc(C)oc(=O)c32)cc2c1OCO2";"IC50";"'='";"26191.67";"nM";"4.58";"";"Active";"UO_0000065";"12.93";"0.24";"2.68";"3.92";"False";"CHEMBL1614199";"PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1377973";"";"0";"404.22";"0";"1.68";"SID4257568";"O=C(c1cc2ncc(Br)cn2n1)N1CCN(C(=O)c2ccco2)CC1";"IC50";"'='";"17909.79";"nM";"4.75";"";"Active";"UO_0000065";"11.74";"0.26";"3.07";"5.65";"False";"CHEMBL1614199";"PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1483760";"";"0";"329.45";"0";"3.44";"SID14744329";"Cn1c(Cc2ccccc2)nnc1SCC(=O)c1cccs1";"IC50";"'>'";"50000.0";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"False";"CHEMBL1614199";"PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1405411";"";"0";"365.48";"0";"3.31";"SID7976263";"CCOC(=O)Cc1ccc(NS(=O)(=O)c2ccc(SC)cc2)cc1";"IC50";"'>'";"50000.0";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"False";"CHEMBL1614199";"PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1428161";"";"0";"459.52";"0";"2.91";"SID4245350";"CCOCCCNC(=O)c1cnc2ccc(S(=O)(=O)Nc3cccc(OC)c3)cc2c1O";"IC50";"'='";"35192.99";"nM";"4.45";"";"Not Active";"UO_0000065";"9.69";"0.19";"1.54";"3.51";"False";"CHEMBL1614199";"PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1506716";"";"0";"271.34";"0";"2.83";"SID4248371";"O=C1Nc2ccccc2SC(c2ccccc2)C1O";"IC50";"'='";"3016.42";"nM";"5.52";"";"Active";"UO_0000065";"20.35";"0.40";"2.69";"11.19";"False";"CHEMBL1614199";"PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1406018";"";"0";"297.77";"0";"2.08";"SID4256516";"CCn1nnc(NC(=O)CSc2ccc(Cl)cc2)n1";"IC50";"'='";"9268.37";"nM";"5.03";"";"Active";"UO_0000065";"16.90";"0.36";"2.95";"6.92";"False";"CHEMBL1614199";"PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL57978";"";"0";"142.11";"0";"0.40";"SID857176";"O=C(O)C(O)c1ccco1";"IC50";"'>'";"50000.0";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"False";"CHEMBL1614199";"PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1366918";"";"0";"297.83";"0";"3.45";"SID4258388";"Cc1cc(Cl)cc(C)c1OCCCCN1CCOCC1";"IC50";"'>'";"50000.0";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"False";"CHEMBL1614199";"PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1468795";"";"0";"395.42";"0";"3.33";"SID14746088";"Oc1cc(CSc2nnnn2-c2ccccc2)nc(Nc2ccc(F)cc2)n1";"IC50";"'>'";"50000.0";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"False";"CHEMBL1614199";"PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1586116";"";"0";"304.37";"0";"3.41";"SID3712270";"Cc1ccc(C)c(SCC(=O)OCC(=O)c2ccco2)c1";"IC50";"'>'";"50000.0";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"False";"CHEMBL1614199";"PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1430316";"";"0";"331.42";"0";"3.36";"SID14719280";"O=C(Cc1cccs1)Nc1nnc(COc2ccccc2)s1";"IC50";"'='";"37250.2";"nM";"4.43";"";"Not Active";"UO_0000065";"13.36";"0.27";"1.07";"6.91";"False";"CHEMBL1614199";"PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1469743";"";"0";"314.32";"0";"1.81";"SID14741773";"O=Cc1ccc2oc3nc4n(c(=O)c3c(=O)c2c1)CCCS4";"IC50";"'='";"17800.63";"nM";"4.75";"";"Active";"UO_0000065";"15.11";"0.29";"2.94";"5.78";"False";"CHEMBL1614199";"PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1391679";"";"0";"412.47";"0";"3.94";"SID862203";"CCOc1cccc(-c2nnc3sc(-c4cc(OC)c(OC)c(OC)c4)nn23)c1";"IC50";"'>'";"50000.0";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"False";"CHEMBL1614199";"PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1491959";"";"0";"430.46";"0";"4.67";"SID847458";"CCc1ccc2nc(O)c(CN(Cc3ccc4c(c3)OCO4)C(=O)c3ccco3)cc2c1";"IC50";"'='";"26191.67";"nM";"4.58";"";"Active";"UO_0000065";"10.64";"0.20";"-0.09";"5.39";"False";"CHEMBL1614199";"PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL101";"PHENYLBUTAZONE";"4";"308.38";"0";"3.79";"SID855958";"CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O";"IC50";"'>'";"50000.0";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"False";"CHEMBL1614199";"PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1393628";"";"0";"490.55";"1";"3.60";"SID848761";"Oc1nc2cc3c(cc2cc1CN(Cc1cccs1)Cc1nnnn1Cc1ccco1)OCCO3";"IC50";"'>'";"50000.0";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"False";"CHEMBL1614199";"PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL3207950";"";"0";"346.39";"0";"2.19";"SID3717357";"CC(=N)/C(C#N)=C(/O)CSc1nnc(Cc2ccccc2F)n1N";"IC50";"'>'";"50000.0";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"False";"CHEMBL1614199";"PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
